university,AGRICULTURAL SCIENCES,BIOLOGY & BIOCHEMISTRY,CHEMISTRY,CLINICAL MEDICINE,COMPUTER SCIENCE,ECONOMICS & BUSINESS,ENGINEERING,ENVIRONMENT ECOLOGY,GEOSCIENCES,IMMUNOLOGY,MATERIALS SCIENCE,MATHEMATICS,MICROBIOLOGY,MOLECULAR BIOLOGY & GENETICS,MULTIDISCIPLINARY,NEUROSCIENCE & BEHAVIOR,PHARMACOLOGY & TOXICOLOGY,PHYSICS,PLANT & ANIMAL SCIENCE,PSYCHIATRY PSYCHOLOGY,"SOCIAL SCIENCES, GENERAL",SPACE SCIENCE
INTERNATIONAL HELLENIC UNIVERSITY,1039.0,,2091.0,3436.0,,,2270.0,,,,,,,,,,,,,,,
INTERNATIONAL IBERIAN NANOTECHNOLOGY LABORATORY,1021.0,,1639.0,,,,,,,,929.0,,,,,,,,,,,
INTERNATIONAL INSTITUTE FOR APPLIED SYSTEMS ANALYSIS (IIASA),1078.0,,,5396.0,,,1207.0,205.0,262.0,,,,,,,,,,,,447.0,
INTERNATIONAL INSTITUTE FOR POPULATION SCIENCES,,,,942.0,,,,,,,,,,,,1167.0,,,,,1144.0,
INTERNATIONAL INSTITUTE OF HEALTH MANAGEMENT RESEARCH DELHI,,,,3117.0,,,,,,,,,,,,,,,,,,
INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY HYDERABAD,,,,,571.0,,1819.0,,,,,,,,,,,,,,,
INTERNATIONAL INSTITUTE OF TROPICAL AGRICULTURE (IITA),822.0,,,6124.0,,,,,,,,,,,,,,,1180.0,,,
INTERNATIONAL ISLAMIC UNIVERSITY MALAYSIA,,,1913.0,5359.0,,,1544.0,,,,,,,,,,1021.0,896.0,,,,
"INTERNATIONAL ISLAMIC UNIVERSITY, PAKISTAN",,,,4322.0,599.0,,1047.0,,,,,,,,,,,,,,,
INTERNATIONAL LIVESTOCK RESEARCH INSTITUTE (ILRI),460.0,,,5494.0,,,,844.0,,,,,,,,,,,1001.0,,1651.0,
INTERNATIONAL MAIZE & WHEAT IMPROVEMENT CENTER (CIMMYT),179.0,,,,,,,1623.0,,,,,,,,,,,378.0,,1834.0,
INTERNATIONAL MEDICAL UNIVERSITY MALAYSIA,,,,1037.0,,,,,,,,,,,,,466.0,,,,,
INTERNATIONAL MONETARY FUND,,,,,,201.0,,,,,,,,,,,,,,,,
INTERNATIONAL POTATO CENTER (CIP),958.0,,,,,,,,,,,,,,,,,,1510.0,,,
INTERNATIONAL RICE RESEARCH INSTITUTE (IRRI),341.0,,,6330.0,,,,,,,,,,,,,,,459.0,,,
INTERNATIONAL SCHOOL FOR ADVANCED STUDIES (SISSA),,,1718.0,,,,,,,,,240.0,,,,,,261.0,,,,160.0
"INTERNATIONAL TOMOGRAPHY CENTER, SIBERIAN BRANCH OF RUSSIAN ACADEMY OF SCIENCES",,,1710.0,,,,,,,,,,,,,,,,,,,
INTERNATIONAL UNIVERSITY OF HEALTH & WELFARE,,,,1515.0,,,,,,,,,,,,1298.0,,,,,,
INTERNATIONAL VACCINE INSTITUTE,,,,3609.0,,,,,,1016.0,,,,,,,,,,,,
INTERNATIONAL WATER MANAGEMENT INSTITUTE (IWMI),,,,,,,,1210.0,,,,,,,,,,,,,2094.0,
INTERUNIVERSITY MICROELECTRONICS CENTRE,,1549.0,1422.0,3964.0,379.0,,542.0,,,,724.0,,,,,1177.0,,780.0,,,2085.0,
INVITAE,,,,5389.0,,,,,,,,,,,,,,,,,,
IOFFE PHYSICAL TECHNICAL INSTITUTE,,,,,,,2371.0,,,,1203.0,,,,,,,489.0,,,,
"IONIS PHARMACEUTICALS, INC.",,1293.0,,3209.0,,,,,,,,,,,,,,,,,,
IOWA CITY VA HEALTH CARE SYSTEM,,,,3128.0,,,,,,,,,,,,,,,,,2111.0,
IOWA STATE UNIVERSITY,102.0,507.0,401.0,3232.0,532.0,238.0,294.0,329.0,533.0,,353.0,335.0,296.0,558.0,,,1204.0,287.0,76.0,325.0,369.0,
IP DEPT SAUDE PUBL,,,,6403.0,,,,,,,,,,,,,,,,,,
IPAG BUSINESS SCHOOL,,,,,,263.0,,,,,,,,,,,,,,,1481.0,
IPAS NEPAL,,,,2941.0,,,,,,,,,,,,,,,,,,
IPS RODRIGO BOTERO SAS,,,,6712.0,,,,,,,,,,,,,,,,,,
IPSWICH HOSPITAL NHS TRUST,,,,3465.0,,,,,,,,,,,,,,,,,,
IQRA NATL UNIV,,,,4494.0,,,,,,,,,,,,,,,,,,
IQRA UNIVERSITY,,,,,,,2735.0,,,,,,,,,,,,,,1767.0,
IQVIA,,,,2391.0,,,,,,,,,,,,,1202.0,,,,,
IR HOSP SANTA CREU & ST PAU,,,,5877.0,,,,,,,,,,,,,,,,,,
IRAN HLTH INSURANCE ORG,,,,5757.0,,,,,,,,,,,,,,,,,,
IRAN POLYMER & PETROCHEMICAL INSTITUTE,,,1127.0,,,,,,,,1146.0,,,,,,,,,,,
IRAN UNIVERSITY OF MEDICAL SCIENCES,,826.0,1286.0,519.0,,,1927.0,1613.0,,606.0,1092.0,,795.0,996.0,,457.0,208.0,,,,703.0,
IRAN UNIVERSITY SCIENCE & TECHNOLOGY,,,549.0,,353.0,,116.0,1324.0,,,376.0,,,,,,,,,,2110.0,
IRANIAN ACAD MED SCI,,,,3127.0,,,,,,,,,,,,,,,,,,
IRANIAN RES ORG SCI & TECHNOL,,,,,,,,,,,,,,,,,,,1914.0,,,
IRANSHAHR UNIV MED SCI,,,,2624.0,,,,,,,,,,,,,,,,,,
IRCB,,,,4723.0,,,,,,,,,,,,,,,,,,
IRCCS,,,,1805.0,,,,,,,,,,,,,,,,,,
IRCCS - FONDAZIONE G.B. BIETTI PER LO STUDIO E LA RICERCA IN OFTALMOLOGIA,,,,3546.0,,,,,,,,,,,,,,,,,,
IRCCS - OASI RESEARCH INSTITUTE,,,,,,,,,,,,,,,,865.0,,,,,,
IRCCS AOU SAN MARTINO IST,,,,827.0,,,,,,488.0,,,,,,843.0,1091.0,,,,,
IRCCS ARCISPEDALE S. MARIA NUOVA,,,,1877.0,,,,,,,,,,,,,,,,,,
IRCCS AVIANO (CRO),,,,2058.0,,,,,,,,,,,,,,,,,,
IRCCS AZIENDA OSPEDALIERO-UNIVERSITARIA DI BOLOGNA,,,,374.0,,,,,,637.0,,,,,,,841.0,,,,,
IRCCS BAMBINO GESU,,1356.0,,792.0,,,,,,354.0,,,,706.0,,660.0,,,,,,
IRCCS BURLO GAROFOLO,,,,849.0,,,,,,,,,,,,,,,,,,
IRCCS CA GRANDA OSPEDALE MAGGIORE POLICLINICO,840.0,1157.0,,296.0,,,,,,423.0,,,,810.0,,382.0,673.0,,,771.0,2269.0,
IRCCS CASA SOLLIEVO DELLA SOFFERENZA,,,,1787.0,,,,,,,,,,1163.0,,,,,,,,
IRCCS CASA SOLLIEVO SOFFERENZ,,,,6434.0,,,,,,,,,,,,,,,,,,
IRCCS CENTRO CARDIOLOGICO MONZINO,,,,1432.0,,,,,,,,,,,,,,,,,,
IRCCS CROB,,,,4222.0,,,,,,,,,,,,,,,,,,
IRCCS EUROPEAN INSTITUTE OF ONCOLOGY (IEO),,1551.0,,442.0,,,,,,1014.0,,,,719.0,,,,,,,,
IRCCS FATEBENEFRATELLI,,,,5432.0,,,,,,,,,,,,536.0,,,,615.0,,
IRCCS FONDAZIONE CASIMIRO MONDINO,,,,3721.0,,,,,,,,,,,,413.0,,,,,,
IRCCS FONDAZIONE DEL PIEMONTE PER L'ONCOLOGIA,,,,1632.0,,,,,,,,,,1099.0,,,,,,,,
IRCCS FONDAZIONE DON CARLO GNOCCHI ONLUS,,1372.0,,2888.0,,,,,,,,,,,,665.0,,,,,,
IRCCS FONDAZIONE PASCALE,,,,751.0,,,,,,,,,,,,,,,,,,
IRCCS FONDAZIONE SAN MATTEO,,,,597.0,,,,,,611.0,,,,,,,1127.0,,,,,
IRCCS FONDAZIONE STELLA MARIS,,,,6151.0,,,,,,,,,,,,952.0,,,,,,
IRCCS HUMANITAS RES HOSP,,,,1871.0,,,,,,,,,,,,,,,,,,
IRCCS HUMANITAS RESEARCH HOSPITAL,,,,1061.0,,,,,,698.0,,,,,,,,,,,,
IRCCS INRCA,,,,3179.0,,,,,,,,,,,,,,,,,,
IRCCS IST ORTOPED RIZZOLI,,1352.0,,3409.0,,,,,,,,,,,,,,,,,,
IRCCS ISTITUTI FISIOTERAPICI OSPITALIERI (IFO),,,,1557.0,,,,,,,,,,865.0,,,,,,,,
IRCCS ISTITUTO AUXOLOGICO ITALIANO,,,,1342.0,,,,,,,,,,,,998.0,,,,743.0,,
IRCCS ISTITUTO DELLE SCIENZE NEUROLOGICHE DI BOLOGNA (ISNB),,,,2870.0,,,,,,,,,,,,500.0,,,,,,
IRCCS ISTITUTO DERMOPATICO DELL'IMMACOLATA (IDI),,,,3770.0,,,,,,,,,,,,,,,,,,
IRCCS ISTITUTO DI RICERCA DIAGNOSTICA E NUCLEARE (SDN),,,,3096.0,,,,,,,,,,,,,,,,,,
IRCCS ISTITUTO GIANNINA GASLINI,,,,1394.0,,,,,,510.0,,,,1042.0,,883.0,,,,,,
IRCCS ISTITUTO MEDITERRANEO PER I TRAPIANTI E TERAPIE AD ALTA SPECIALIZZAZIONE (ISMETT),,,,3507.0,,,,,,,,,,,,,,,,,,
IRCCS ISTITUTO ONCOLOGICO VENETO (IOV),,,,736.0,,,,,,,,,,,,,,,,,,
IRCCS ISTITUTO ORTOPEDICO GALEAZZI,,,,1547.0,,,,,,,,,,,,,,,,,,
IRCCS ISTITUTO ORTOPEDICO RIZZOLI,,,,2347.0,,,,,,,,,,,,,,,,,,
IRCCS ISTITUTO TUMORI BARI GIOVANNI PAOLO II,,,,2501.0,,,,,,,,,,,,,,,,,,
IRCCS LAZZARO SPALLANZANI,,,,3639.0,,,,,,579.0,,,,1000.0,,,,,,,,
IRCCS MELDOLA (IRST),,,,1541.0,,,,,,,,,,,,,,,,,,
IRCCS MULTIMEDICA,,1266.0,,1397.0,,,,,,,,,,,,,,,,,,
IRCCS NEUROMED,,,,1464.0,,,,,,,,,,1111.0,,434.0,,,,,1873.0,
IRCCS OSPEDALE SAN CAMILLO,,,,,,,,,,,,,,,,866.0,,,,,,
IRCCS OSPEDALE SAN RAFFAELE,,795.0,,247.0,,,,,,213.0,,,,466.0,,206.0,775.0,,,890.0,,
IRCCS POLICLINICO GEMELLI,729.0,886.0,1933.0,214.0,,,,,,339.0,,,744.0,641.0,,289.0,243.0,,,939.0,959.0,
IRCCS POLICLINICO SAN DONATO,,,,1190.0,,,,,,,,,,,,,,,,,,
IRCCS REGINA ELENA,,,,1823.0,,,,,,,,,,993.0,,,,,,,,
IRCCS REGINA ELENA NATL CANC INST,,,,3135.0,,,,,,,,,,,,,,,,,,
IRCCS SACRO CUORE DON CALABRIA,,,,2570.0,,,,,,,,,,,,,,,,,,
IRCCS SAN GALLICANO DERMATOLOGICAL INSTITUTE (ISG),,,,5161.0,,,,,,,,,,,,,,,,,,
IRCCS SAN RAFFAELE PISANA,,,,2025.0,,,,,,,,,,,,897.0,,,,,,
IRCCS SANTA LUCIA,,1479.0,,3226.0,,,,,,1170.0,,,,821.0,,260.0,1307.0,,,577.0,,
IRKUTSK SCIENCE CENTRE OF THE RUSSIAN ACADEMY OF SCIENCES,,,1681.0,,,,,,765.0,,,,,,,,,,,,,
IRMANDADE SANTA CASA MISERICORDIA PORTO ALEGRE,,,,3793.0,,,,,,,,,,,,,,,,,,
IRMANDADE SANTA CASA MISERICORDIA SAO PAULO,,,,3765.0,,,,,,,,,,,,,,,,,,
IRTA,274.0,,,,,,2285.0,1498.0,,,,,608.0,1089.0,,,,,247.0,,,
IRYOUHOUIJNEIWAKAI MINAMIAKATSUKA CLIN,,,,4777.0,,,,,,,,,,,,,,,,,,
ISALA,,,,4275.0,,,,,,,,,,,,,,,,,,
ISALA CLINICS,,,,2112.0,,,,,,,,,,,,,,,,,,
ISALA HOSP,,,,2887.0,,,,,,,,,,,,,,,,,,
ISARA,1192.0,,,,,,,,,,,,,,,,,,,,,
ISF COLLEGE OF PHARMACY,,,,,,,,,,,,,,,,,671.0,,,,,
ISFAHAN CARDIOVASC RES CTR,,,,3314.0,,,,,,,,,,,,,,,,,,
ISFAHAN UNIVERSITY OF MEDICAL SCIENCES,690.0,1088.0,1951.0,794.0,,,,,,,,,,,,904.0,529.0,,,,1444.0,
ISFAHAN UNIVERSITY OF TECHNOLOGY,331.0,1238.0,573.0,,695.0,,316.0,1192.0,,,406.0,,,,,,,674.0,911.0,,,
ISGLOBAL,,1298.0,,731.0,,,,620.0,,375.0,,,,,,,1259.0,,,,812.0,
ISGLOBAL CTR RES ENVIRONM EPIDEMOL,,,,6434.0,,,,,,,,,,,,,,,,,,
ISHIK UNIV,,,,1872.0,,,,,,,,,,,,,,,,,,
ISHIKAWA PREFECTURAL CENTRAL HOSPITAL,,,,5229.0,,,,,,,,,,,,,,,,,,
ISI FDN,,,,6254.0,,,,,,,,,,,,,,,,,2101.0,
ISITUTO DI CHIMICA DEI COMPOSTI ORGANOMETALLICI (ICCOM-CNR),,,782.0,,,,,,,,,,,,,,,,,,,
ISKENDERUN TECHNICAL UNIVERSITY,,,,,,,1721.0,,,,,,,,,,,,,,,
ISLAMIA UNIVERSITY OF BAHAWALPUR,787.0,,1285.0,,,,1270.0,1180.0,,,849.0,,,,,,768.0,,706.0,,1833.0,
ISLAMIC UNIVERSITY GAZA,,,,,,,2551.0,,,,,,,,,,,,,,,
ISLAMIC UNIVERSITY OF AL MADINAH,,,,,,,2038.0,,,,,,,,,,,,,,,
"ISPRO ISTITUTO PER LO STUDIO, LA PREVENZIONE E LA RETE ONCOLOGICA",,,,1606.0,,,,,,,,,,,,,,,,,,
ISRAEL CTR FOR DIS CONTROL,,,,6434.0,,,,,,,,,,,,,,,,,,
ISRAEL DEF FORCES MED CORPS,,,,6222.0,,,,,,,,,,,,,,,,,,
ISRAEL OCEANOGRAPHIC & LIMNOLOGICAL RESEARCH INSTITUTE,,,,,,,,1524.0,,,,,,,,,,,1432.0,,,
ISRIC WORLD SOIL INFORMAT,762.0,,,,,,,,,,,,,,,,,,,,,
IST CLIN SCI MAUGERI IRCCS,,,,6734.0,,,,,,,,,,,,,,,,,,
ISTANBUL AYDIN UNIVERSITY,,,,,,,,,,,,,,,,,,515.0,,,,
ISTANBUL BAGCILAR TRAINING & RESEARCH HOSPITAL,,,,5717.0,,,,,,,,,,,,,,,,,,
ISTANBUL BILGI UNIVERSITY,,,,,,,,,,,,,,,,,,534.0,,,,
ISTANBUL GELISIM UNIVERSITY,,,,,,,2032.0,1779.0,,,,,,,,,,,,,1914.0,
ISTANBUL GOZTEPE TRAINING & RESEARCH HOSPITAL,,,,5703.0,,,,,,,,,,,,,,,,,,
ISTANBUL HASEKI TRAINING & RESEARCH HOSPITAL,,,,6139.0,,,,,,,,,,,,,,,,,,
ISTANBUL HAYDARPASA NUMUNE TRAINING & RESEARCH HOSPITAL,,,,5394.0,,,,,,,,,,,,,,,,,,
ISTANBUL HAYDARPASA SULTAN ABDULHAMID TRAINING & RESEARCH HOSPITAL,,,,6561.0,,,,,,,,,,,,,,,,,,
ISTANBUL KANUNI SULTAN SULEYMAN TRAINING & RESEARCH HOSPITAL,,,,5307.0,,,,,,,,,,,,,,,,,,
ISTANBUL KARTAL DR LUTFI KIRDAR TRAINING & RESEARCH HOSPITAL,,,,4383.0,,,,,,,,,,,,,,,,,,
ISTANBUL KARTAL KOSUYOLU YUKSEK IHTISAS TRAINING & RESEARCH HOSPITAL,,,,5496.0,,,,,,,,,,,,,,,,,,
ISTANBUL MEDENIYET UNIVERSITY,,,,2375.0,,,2614.0,,,,,,,,,,,,,,1645.0,
ISTANBUL MEDIPOL UNIVERSITY,,,,2930.0,,,2741.0,,,,,,,,,,,,,,,
ISTANBUL NISANTASI UNIVERSITY,,,,,,,2063.0,,,,,,,,,,,,,,2308.0,
ISTANBUL OKMEYDANI TRAINING & RESEARCH HOSPITAL,,,,6061.0,,,,,,,,,,,,,,,,,,
ISTANBUL SISLI HAMIDIYE ETFAL TRAINING & RESEARCH HOSPITAL,,,,3789.0,,,,,,,,,,,,,,,,,,
ISTANBUL TECHNICAL UNIVERSITY,561.0,,725.0,,362.0,,391.0,1100.0,504.0,,837.0,,,,,,,692.0,,,1656.0,
ISTANBUL TRAINING & RESEARCH HOSPITAL,,,,4650.0,,,,,,,,,,,,,,,,,,
ISTANBUL UMRANIYE TRAINING & RESEARCH HOSPITAL,,,,5266.0,,,,,,,,,,,,,,,,,,
ISTANBUL UNIVERSITY,1156.0,963.0,1868.0,652.0,,,2069.0,1599.0,,828.0,,,,,,815.0,716.0,831.0,1085.0,955.0,1431.0,
ISTANBUL UNIVERSITY - CERRAHPASA,,,,984.0,,,2241.0,,,,,,,,,1239.0,,,,,2375.0,
ISTINYE UNIVERSITY,,,,5097.0,,,2215.0,,,,,,,,,,,,,,,
ISTITUTI CLINICI SCIENTIFICI MAUGERI IRCCS,,,,1765.0,,,,,,,,,,,,1229.0,,,,,,
ISTITUTO CLINICO HUMANITAS GAVAZZENI,,,,4037.0,,,,,,,,,,,,,,,,,,
ISTITUTO DEI SISTEMI COMPLESSI (ISC-CNR),,,,,,,,,,,,,,,,,,812.0,,,,
ISTITUTO DI BIOIMMAGINI E FISIOLOGIA MOLECOLARE (IBFM-CNR),,,,5427.0,,,,,,,,,,,,,,,,,,
ISTITUTO DI BIOMEDICINA E DI IMMUNOLOGIA MOLECOLARE ALBERTO MONROY (IBIM-CNR),,1443.0,,5926.0,,,,,,,,,,,,,,,,,,
ISTITUTO DI BIOMETEOROLOGIA (IBIMET-CNR),1224.0,,,,,,,,,,,,,,,,,,,,,
ISTITUTO DI BIOSCIENZE E BIORISORSE (IBBR-CNR),,,,,,,,,,,,,,,,,,,984.0,,,
ISTITUTO DI BIOSTRUTTURE E BIOIMMAGINI (IBB-CNR),,,1768.0,4112.0,,,,,,,,,,,,,,,,,,
ISTITUTO DI CRISTALLOGRAFIA (IC-CNR),,,2020.0,,,,,,,,,,,,,,,,,,,
ISTITUTO DI ELETTRONICA E DI INGEGNERIA DELL'INFORMAZIONE E DELLE TELECOMUNICAZIONI (IEIIT-CNR),,,,,,,2117.0,,,,,,,,,,,,,,,
ISTITUTO DI FARMACOLOGIA TRASLAZIONALE (IFT-CNR),,,,6284.0,,,,,,,,,,,,,,,,,,
ISTITUTO DI FISIOLOGIA CLINICA (IFC-CNR),,,,1316.0,,,,,,,,,,,,,,,,,,
ISTITUTO DI GENETICA E BIOFISICA ADRIANO BUZZATI-TRAVERSO (IGB-CNR),,,,6501.0,,,,,,,,,,914.0,,,,,,,,
ISTITUTO DI GENETICA MOLECOLARE (IGM-CNR),,,,4227.0,,,,,,,,,,1009.0,,,,,,,,
ISTITUTO DI GEOLOGIA AMBIENTALE E GEOINGEGNERIA (IGAG-CNR),,,,,,,,,827.0,,,,,,,,,,,,,
ISTITUTO DI GEOSCIENZE E GEORISORSE (IGG-CNR),,,,,,,,,521.0,,,,,,,,,,,,,
ISTITUTO DI MATEMATICA APPLICATA E TECNOLOGIE INFORMATICHE ENRICO MAGENES (IMATI-CNR),,,,,,,,,,,,255.0,,,,,,,,,,
ISTITUTO DI METODOLOGIE PER L'ANALISI AMBIENTALE (IMAA-CNR),,,,,,,,,850.0,,,,,,,,,,,,,
ISTITUTO DI NANOTECNOLOGIA (NANOTEC-CNR),,,1843.0,,,,,,,,1217.0,,,,,,,,,,,
ISTITUTO DI RICERCA GENETICA E BIOMEDICA (IRGB-CNR),,,,5159.0,,,,,,,,,,586.0,,,,,,,,
ISTITUTO DI RICERCA PER LA PROTEZIONE IDROGEOLOGICA (IRPI-CNR),,,,,,,,,733.0,,,,,,,,,,,,,
ISTITUTO DI RICERCA SULLE ACQUE (IRSA-CNR),,,,,,,,871.0,,,,,,,,,,,,,,
ISTITUTO DI RICERCHE FARMACOLOGICHE MARIO NEGRI IRCCS,,,,615.0,,,,1971.0,,,,,,,,458.0,1003.0,,,,1657.0,
ISTITUTO DI SCIENZA E TECNOLOGIA DEI MATERIALI CERAMICI (ISTEC-CNR),,,,,,,,,,,1544.0,,,,,,,,,,,
ISTITUTO DI SCIENZA E TECNOLOGIE DELL'INFORMAZIONE ALESSANDRO FAEDO (ISTI-CNR),,,,,802.0,,,,,,,,,,,,,,,,,
ISTITUTO DI SCIENZE DELL' ALIMENTAZIONE (ISA-CNR),683.0,,,4088.0,,,,,,,,,,,,,,,,,,
ISTITUTO DI SCIENZE DELL'ATMOSFERA E DEL CLIMA (ISAC-CNR),,,,,,,,1655.0,408.0,,,,,,,,,,,,,
ISTITUTO DI SCIENZE E TECNOLOGIE MOLECOLARI (ISTM-CNR),,,1104.0,,,,,,,,1177.0,,,,,,,,,,,
ISTITUTO DI SCIENZE E TECNOLOGIE PER L'ENERGIA E LA MOBILITA SOSTENIBILI (STEMS-CNR),,,,,,,1426.0,,,,,,,,,,,,,,,
ISTITUTO DI SCIENZE MARINE (ISMAR-CNR),,,,,,,,1136.0,597.0,,,,,,,,,,1039.0,,,
ISTITUTO DI STRUTTURA DELLA MATERIA (ISM-CNR),,,,,,,,,,,1579.0,,,,,,,,,,,
ISTITUTO DI TECNOLOGIE AVANZATE PER L'ENERGIA NICOLA GIORDANO (ITAE-CNR),,,,,,,1906.0,,,,,,,,,,,,,,,
ISTITUTO ITALIANO DI TECNOLOGIA - IIT,,799.0,386.0,3355.0,,,683.0,1861.0,,,165.0,,,903.0,,522.0,895.0,694.0,,1126.0,,
ISTITUTO NANOSCIENZE (NANO-CNR),,,1878.0,,,,,,,,1038.0,,,,,,,731.0,,,,
ISTITUTO NAZIONALE ASTROFISICA (INAF),,,,,,,2445.0,,,,,,,,,,,354.0,,,,5.0
ISTITUTO NAZIONALE DI OCEANOGRAFIA E DI GEOFISICA SPERIMENTALE,,,,,,,,1886.0,734.0,,,,,,,,,,1673.0,,,
ISTITUTO NAZIONALE DI OTTICA (INO-CNR),,,,,,,,,,,,,,,,,,639.0,,,,
ISTITUTO NAZIONALE GEOFISICA E VULCANOLOGIA (INGV),,,,,,,,,122.0,,,,,,,,,,,,,
ISTITUTO OFFICINA DEI MATERIALI (IOM-CNR),,,1245.0,,,,,,,,1471.0,,,,,,,773.0,,,,
ISTITUTO PER ENDOCRINOLOGIA E ONCOLOGIA GAETANO SALVATORE (IEOS-CNR),,,,6660.0,,,,,,,,,,,,,,,,,,
"ISTITUTO PER I POLIMERI, COMPOSITI E BIOMATERIALI (IPCB-CNR)",,,1517.0,,,,,,,,1260.0,,,,,,,,,,,
ISTITUTO PER I PROCESSI CHIMICO-FISICI (IPCF-CNR),,,1623.0,,,,,,,,,,,,,,,,,,,
ISTITUTO PER IL RILEVAMENTO ELETTROMAGNETICO DELL'AMBIENTE (IREA-CNR),,,,,,,,,823.0,,,,,,,,,,,,,
ISTITUTO PER LA MICROELETTRONICA E MICROSISTEMI (IMM-CNR),,,1613.0,,,,2645.0,,,,853.0,,,,,,,,,,,
ISTITUTO PER LA PROTEZIONE SOSTENIBILE DELLE PIANTE (IPSP-CNR),,,,,,,,1900.0,,,,,662.0,,,,,,498.0,,,
ISTITUTO PER LA SINTESI ORGANICA E LA FOTOREATTIVITA (ISOF-CNR),,,1708.0,,,,,,,,,,,,,,,,,,,
ISTITUTO PER LA TECNOLOGIA DELLE MEMBRANE (ITM-CNR),,,1180.0,,,,,,,,,,,,,,,,,,,
ISTITUTO PER LA VALORIZZAZIONE DEL LEGNO E DELLE SPECIE ARBOREE (IVALSA-CNR),,,,,,,,,,,,,,,,,,,1481.0,,,
ISTITUTO PER LE RISORSE BIOLOGICHE BIOTECNOLOGIE MARINE (IRBIM-CNR),,,,,,,,,,,,,,,,,,,1852.0,,,
ISTITUTO PER LO STUDIO DEGLI ECOSISTEMI (ISE-CNR),,,,,,,,1843.0,,,,,,,,,,,,,,
ISTITUTO PER LO STUDIO DEI MATERIALI NANOSTRUTTURATI (ISMN-CNR),,,1436.0,,,,,,,,,,,,,,,,,,,
ISTITUTO SCIENZE DELLE PRODUZIONI ALIMENTARI (ISPA-CNR),364.0,,,,,,,,,,,,,,,,,,985.0,,,
"ISTITUTO SUPERCONDUTTORI, MATERIALI E DISPOSITIVI INNOVATIVI (SPIN-CNR)",,,,,,,,,,,,,,,,,,938.0,,,,
ISTITUTO SUPERIORE DI SANITA (ISS),1270.0,1378.0,,1026.0,,,,1617.0,,400.0,,,393.0,806.0,,672.0,448.0,,1853.0,1090.0,994.0,
IT UNIVERSITY COPENHAGEN,,,,,,,,,,,,,,,,,,,,,1736.0,
ITALFARMACO,,,2099.0,,,,,2007.0,,,,,,,,,1343.0,,1521.0,,,
ITALIAN GRP EPIDEMIOL RES DERMATOL GISED STUDY CT,,,,6708.0,,,,,,,,,,,,,,,,,,
ITALIAN INSTITUTE FOR ENVIRONMENTAL PROTECTION & RESEARCH (ISPRA),,,,,,,,784.0,,,,,,,,,,,969.0,,,
ITALIAN NATIONAL AGENCY NEW TECHNICAL ENERGY & SUSTAINABLE ECONOMICS DEVELOPMENT,,,1729.0,,,,634.0,1189.0,823.0,,,,,,,,,770.0,1247.0,,,
ITALIAN NATL INST STAT,,,,3349.0,,,,,,,,,,,,,,,,,,
ITER,,,,,,,1552.0,,,,,,,,,,,940.0,,,,
ITHEMBA LABS,,,,,,,,,,,,,,,,,,959.0,,,,
ITMO UNIVERSITY,,,1133.0,,794.0,,869.0,,,,747.0,,,,,,,466.0,,,,
ITRIALS HOSP MIL CENT,,,,3690.0,,,,,,,,,,,,,,,,,,
IU HEALTH BALL MEMORIAL HOSPITAL,,,,6030.0,,,,,,,,,,,,,,,,,,
IU HEALTH UNIVERSITY HOSPITAL,,,,2660.0,,,,,,,,,,,,,,,,,,
IUCN,,,,,,,,1312.0,,,,,,,,,,,,,,
IUCT ONCOPOLE,,,,6398.0,,,,,,,,,,,,,,,,,,
IULIU HATIEGANU UNIVERSITY OF MEDICINE & PHARMACY,1293.0,,1539.0,1176.0,,,,,,,,,,,,,593.0,,,,,
IUSS PAVIA,,,,,,,2178.0,,,,,,,,,,,,,,,
IVANE JAVAKHISHVILI TBILISI STATE UNIVERSITY,,,,,,,,,,,,,,,,,,389.0,,,,
IVANOVO STATE UNIVERSITY OF CHEMISTRY & TECHNOLOGY,,,2013.0,,,,,,,,,,,,,,,,,,,
IVL SWEDISH ENVIRONMENTAL RESEARCH INSTITUTE,,,,,,,,1097.0,,,,,,,,,,,,,,
IWATE BIOTECHNOLOGY RESEARCH CENTER,,,,,,,,,,,,,,,,,,,1926.0,,,
IWATE MEDICAL UNIVERSITY,,,,1755.0,,,,,,,,,,,,,,,,,,
IWATE PREFECTURAL UNIVERSITY,,,,,434.0,,,,,,,,,,,,,,,,,
IWATE UNIVERSITY,,,,,,,,,,,,,,,,,,,932.0,,,
IZMIR ATATURK TRAINING & RESEARCH HOSPITAL,,,,5140.0,,,,,,,,,,,,,,,,,,
IZMIR EKONOMI UNIVERSITESI,,,,,,,2102.0,,,,,,,,,,,,,,,
IZMIR INSTITUTE OF TECHNOLOGY,,,1955.0,,,,2206.0,,,,,,,,,,,754.0,,,,
IZMIR KATIP CELEBI UNIVERSITY,,,,3019.0,,,2421.0,,,,,,,,,,,,,,,
IZMIR TEPECIK TRAINING & RESEARCH HOSPITAL,,,,3953.0,,,,,,,,,,,,,,,,,,
IZS DELL'ABRUZZO E DEL MOLISE GIUSEPPE CAPORALE,,,,,,,,,,,,,,,,,,,1878.0,,,
IZS DELLE VENEZIE,,,,,,,,,,,,,,,,,,,1286.0,,,
IZS LOMBARDIA E EMILIA,,,,,,,,,,,,,,,,,,,1469.0,,,
